score,question,slug,condition_id,price_yes,price_no,logit_yes,logit_no,days_to_expiry,end_date,volume_24h,volume_total,liquidity,spread,best_bid,best_ask,num_outcomes,neg_risk,token_id_yes,token_id_no
6.904,Will the Fed increase interest rates by 25+ bps after the March 2026 meeting?,will-the-fed-increase-interest-rates-by-25-bps-after-the-march-2026-meeting,0x25aa90b3cd98305e849189b4e8b770fc77fe89bccb7cf9656468414e01145d38,0.0115,0.9885,-4.4538416072414675,4.453841607241471,53,2026-03-18T00:00:00Z,59496.82947800004,984246.093685,283142.48032,0.001,0.011,0.012,2,True,54073086346734626735797775941991553522163760164405051969883391401961188364109,111080671036126109659854287535401661966194360665829017654832975124868412594547
10.669,Will xAI have the best AI model at the end of January 2026?,will-xai-have-the-best-ai-model-at-the-end-of-january-2026,0x2a6b222354f86941b5fb5571a9256b8db85d6ab468ba7f865e43cefbfb83b812,0.0115,0.9885,-4.4538416072414675,4.453841607241471,7,2026-01-31T00:00:00Z,42569.608007999996,904953.01666,31624.78649,0.001,0.011,0.012,2,True,28693306912535102386770309979225843181502641395794338579896708255087540940559,26698104708719832345233575030302681009052355762748512017337182263514492754135
9.89,Will Silver (SI) hit (LOW) $70 by end of January?,si-hit-70-low-jan-2026,0x35cd282f6c4d49106d7156b27bbbff42d328199f47501dd4c850bab212e61e67,0.0115,0.9885,-4.4538416072414675,4.453841607241471,8,2026-01-31T18:30:00Z,14352.191172,271454.86265,19103.83315,0.005,0.009,0.014,2,False,30476249523973753895543236324026544460273621951764923313809155041746622562430,48955062523823458126941682206889644311736261015541449486801124555806893536141
21.321,"Will Israel strike Gaza on January 22, 2026?",will-israel-strike-gaza-on-january-22-2026,0x87020e07b30921e93db4473ccd2f63d4d98b2766eee571eadc9552b6cc521e17,0.0115,0.9885,-4.4538416072414675,4.453841607241471,7,2026-01-31T00:00:00Z,23158.109708000004,35881.511598,5310.45983,0.001,0.011,0.012,2,False,14959263483874704956954753236800661969286303055285456759264939219145042056551,34459066318756138071221385995898055036213923826551193387311788762785162980655
6.945,Will Lương Cường be the next President of Vietnam?,will-lng-cng-be-the-next-president-of-vietnam,0xc0eb80283b16ab6d9f65d5cc2f169353ee25e00e990778f8ec3d7193f766d4ca,0.0115,0.9885,-4.4538416072414675,4.453841607241471,1,2026-01-25T00:00:00Z,154392.29712999996,194942.067396,42535.43347,0.011,0.006,0.017,2,True,110286929599054107040100346036979281589782636121290959160597908315647078540569,69300808619165547345611526360610690752921896868329744591845427552054174358393
11.485,Will Josh Safdie win Best Director at the 98th Academy Awards?,will-josh-safdie-win-best-director-at-the-98th-academy-awards,0x32a36548c4e7ff4eb2b158f8e6b9327c3cf54efb834551de4423afda8bcba48f,0.012,0.988,-4.410776047959867,4.4107760479598666,50,2026-03-15T00:00:00Z,17510.547048,360210.825234,4993.97004,0.002,0.011,0.013,2,True,84041441670099572882106484497996861018264277622967168021958729615794103307152,96034442295193306734398224254296669772681716356178194014225838729384095243517
13.048,Will Solana dip to $90 in January?,will-solana-dip-to-90-in-january-2026,0xa48b7d6ae96620741ef875319d0712132983b71ab1b402ddcdb4ebd37f7cebee,0.012,0.988,-4.410776047959867,4.4107760479598666,8,2026-02-01T05:00:00Z,14048.755314,547417.060145,34447.81749,0.004,0.01,0.014,2,False,55181673692122651300584380845155874858907613601884939303964677837887529103297,80001432062639308730449300240386276973947977004619911514006085760092937059519
21.071,"Will Elon Musk post 300-319 tweets from January 20 to January 27, 2026?",elon-musk-of-tweets-january-20-january-27-300-319,0xc38643b9efadd7887171906e4bfbfbd179d1cd4f7a93696540e33386998b274f,0.0125,0.9875,-4.3694478524670215,4.369447852467025,4,2026-01-27T17:00:00Z,66576.02567100002,254221.440718,33554.7171,0.001,0.012,0.013,2,True,17535973367934465972684382352741549574685475560768630502529324720343642505898,24427329852005359492919548810735373990628049144305289659627407259431615289200
16.312,"Will Elon Musk post 640-659 tweets from January 23 to January 30, 2026?",elon-musk-of-tweets-january-23-january-30-640-659,0xcecdbffdef7a9786c47539764c831eb75071fa081a94b06983999c2291c95a18,0.0125,0.9875,-4.3694478524670215,4.369447852467025,7,2026-01-30T17:00:00Z,11375.00571,53966.086158,9145.82584,0.005,0.01,0.015,2,True,37409578741565481979457789943802780928448175831892808260427888198403922271863,37465610916012671664427031313970508416882078424066455197997950645272950850729
8.748,Will Trump meet with Nicolás Maduro in January 2026?,will-trump-meet-with-nicols-maduro-in-january-2026,0xc8944bb47818c0957fbeedcef9832d31927bd5d3f92912d08ae7db507ee851de,0.013,0.987,-4.329720681971945,4.329720681971944,7,2026-01-31T00:00:00Z,14179.288671999999,41671.736502,8381.77338,0.002,0.012,0.014,2,False,43475483477872222798871077137471314754383343074234425453922242101872923868514,115373591989130727514457065197328696865580700117510285020088208107086541485978
11.291,U.S. recognizes Machado as leader of Venezuela by January 31?,us-recognizes-machado-as-leader-of-venezuela-by-january-31,0xfda7c9a4106beba4799d4e38ce4e8df14ea2651bec78cdd12b7295aa3cc42268,0.013,0.987,-4.329720681971945,4.329720681971944,7,2026-01-31T00:00:00Z,51077.276701,1520070.502347,74646.01024,0.002,0.012,0.014,2,False,19496567323687088411779225138011498180373915763326106874269310145324552013118,62509694473831567981196349828478691476439532369072290506726774370207398310914
15.241,"Will the price of Ethereum be above $3,200 on January 24?",ethereum-above-3200-on-january-24,0x3295c4fad3e2909dc73d8efd1fbd45080d828f12b0b039dad5d42e4e365420c5,0.013,0.987,-4.329720681971945,4.329720681971944,1,2026-01-24T17:00:00Z,11866.28061,16509.89016,6872.11388,0.014,0.006,0.02,2,False,19860429049396894390088250882946965290809800384059858389394047418875092808948,105861727029344795261959686498205583416799783008634511122894889255413037209600
8.444,Fed decreases interest rates by 25 bps after January 2026 meeting?,fed-decreases-interest-rates-by-25-bps-after-january-2026-meeting,0x35cc41270f5cdfd59b45e68ab85dc51b0b900d286a6c74ea006b8572d9ff5934,0.0135,0.9865,-4.291473640018286,4.29147364001829,4,2026-01-28T00:00:00Z,2941914.449229997,53636448.874726,1704057.79241,0.001,0.013,0.014,2,True,92703761682322480664976766247614127878023988651992837287050266308961660624165,48193521645113703700467246669338225849301704920590102230072263970163239985027
9.806,Will the total domestic gross for Avatar: Fire and Ash be less than 400m by January 31?,will-the-total-domestic-gross-for-avatar-fire-and-ash-be-less-than-400m-by-january-31,0x082353628683ed95b8ee66faf6da7d9ed3b645274a8121b9214aca8d3aeee095,0.9865,0.0135,4.29147364001829,-4.291473640018286,7,2026-01-31T00:00:00Z,40560.76206600001,2223400.172479,118267.93396,0.003,0.985,0.988,2,True,44887169701994335927823089621118076056870238093278517619124422906156550392335,57728890528615343651563034819317281053592421758468004253497912736179536297476
17.378,"Will Elon Musk post 320-339 tweets from January 20 to January 27, 2026?",elon-musk-of-tweets-january-20-january-27-320-339,0x785d2d77dd9f5bd79b15c9c7a219d4b017f209a87bf706521d703c748dc5db1e,0.0135,0.9865,-4.291473640018286,4.29147364001829,4,2026-01-27T17:00:00Z,70483.87545800002,226332.874813,20925.72398,0.001,0.013,0.014,2,True,3188621875259683104782165883119861011944986305755994894020284361580801253580,57154833436972591028898407993116105189341042095875679131194339903816979236443
19.093,Will António José Seguro win the second round by at least 50%?,will-antnio-jos-seguro-win-the-second-round-by-at-least-35,0x171e6f018ce9960035e555a689dfa6c2ddd00770cbcd4e2e10a8d5fe695f0eae,0.014,0.986,-4.254599024987376,4.2545990249873755,15,2026-02-08T00:00:00Z,16615.151139,37039.903345,10426.48227,0.01,0.009,0.019,2,True,32989424413225308482248721579550676446797832227484010911722322677785253606060,106909325259116561775717729934326545952278468242859507411777115708402603181337
8.493,Fed rate cut by January 2026 meeting?,fed-rate-cut-by-january-2026-meeting-412,0xc8929e80e74ae959b3ed9b9e1c5e0903ad38e02e1339462e3acf8b49bbca35a9,0.0145,0.9855,-4.219000477166246,4.219000477166249,4,2026-01-28T00:00:00Z,20893.424305000004,422777.256134,43510.29598,0.001,0.014,0.015,2,False,66439975995641615935410953783289471019829231789134229693644308636878057313106,17266772289710058490519412737983848532456358482508275389195033899275049722154
13.512,"Will Elon Musk post 600-619 tweets from January 20 to January 27, 2026?",elon-musk-of-tweets-january-20-january-27-600-619,0x23fdfb46a3b824d8c51f12e8652f39b401991a1c3a28f0e0386ea53c9205de0d,0.0145,0.9855,-4.219000477166246,4.219000477166249,4,2026-01-27T17:00:00Z,39066.750252,174923.534366,28145.52763,0.001,0.014,0.015,2,True,33205929688869626561065058630035800402020565452522495186261268367139730764718,96003643628625778462026543592596489982647638350200986233264774944867574407299
10.344,"Will Elon Musk post 280-299 tweets from January 23 to January 30, 2026?",elon-musk-of-tweets-january-23-january-30-280-299,0x2eb285eec5b4782396248c5508148d45ca79152b8d06ef97e29c766c3975ff4f,0.015,0.985,-4.1845914400698785,4.184591440069878,7,2026-01-30T17:00:00Z,17673.176997,63670.013136,8404.43171,0.002,0.014,0.016,2,True,28127399554415282367435812979992642996739565593544343676694087477034385152291,70080513076151085601792172636648054771099462453599202750429367551006840277021
14.581,"Will Elon Musk post 620-639 tweets from January 23 to January 30, 2026?",elon-musk-of-tweets-january-23-january-30-620-639,0xe2e695fb47434bc8e0e82642f05af2afaf49be70237435670649810de5c6b481,0.015,0.985,-4.1845914400698785,4.184591440069878,7,2026-01-30T17:00:00Z,14119.125061999997,52923.087617,10512.00349,0.002,0.014,0.016,2,True,51614133161265206640477701410097804906887789032543070793050177695528559784160,97375330991461933406939140118901194667446699603913583657460541025658737432949
7.931,No change in Fed interest rates after January 2026 meeting?,no-change-in-fed-interest-rates-after-january-2026-meeting,0xe93c89c41d1bb08d3bb40066d8565df301a696563b2542256e6e8bbbb1ec490d,0.9845,0.0155,4.151293874153982,-4.151293874153979,4,2026-01-28T00:00:00Z,2371189.5498240027,54379331.301881,1529490.96943,0.001,0.984,0.985,2,True,112838095111461683880944516726938163688341306245473734071798778736646352193304,7321318078891059430231591636389479745928915782241484131001985601124919020061
21.776,"Will the price of Bitcoin be less than $86,000 on January 24?",will-the-price-of-bitcoin-be-less-than-86000-on-january-24,0x9a1f81250bb386aab11b10c7340de4c9951e5ca5dc3afa487c2652b58d2b422e,0.016,0.984,-4.119037174812472,4.119037174812472,1,2026-01-24T17:00:00Z,15963.613254999986,73573.624477,15291.25624,0.01,0.011,0.021,2,True,53954367104759735905243361681369442673368517530072301955969227420942586273107,12863412589846805573782803983213074732649327734831473076616618961315618327609
6.63,"Will Elon Musk post 40-64 tweets from January 24 to January 26, 2026?",elon-musk-of-tweets-january-24-january-26-40-64,0xf321c7d6fd7bbb30d202dda094e66a7bdbd8f0dee7850873e7909754bbcf4a53,0.01,0.99,-4.59511985013459,4.595119850134589,3,2026-01-26T17:00:00Z,7971.034041999999,10231.047614,6687.04292,0.002,0.009,0.011,2,True,31174411717000582954735314537475579065333355826516009639662659283973741072055,57312367100896302532835685159174485361872714938064118353825223841662334738544
11.027,Will Alphabet be the third-largest company in the world by market cap on January 31?,will-alphabet-be-the-third-largest-company-in-the-world-by-market-cap-on-january-31,0xc764249fde0da7a2185768f946bc018d11ae75c78996616e318c5fd36124ea7f,0.0165,0.9835,-4.087757256922579,4.087757256922582,7,2026-01-31T00:00:00Z,12572.40974,143682.141587,7560.30353,0.005,0.014,0.019,2,True,72600178842973638271725944961953830230252846076174911229725896497447877176848,47511190769247933607800857031774322623583679070670202764085062547890618690099
10.083,Will Alexander Bublik win the 2026 Australian Open?,will-alexander-bublik-win-the-2026-australian-open,0x50d82dde437e078d9d1248ec693affc174286c01cd23de165c1a5841df8176b2,0.0165,0.9835,-4.087757256922579,4.087757256922582,8,2026-02-01T00:00:00Z,65846.50719799998,600526.556837,52856.71908,0.001,0.016,0.017,2,True,28255105625372727603665377143423925897882477525042596032174822608752196824425,43555078568935137095586179246554781870884948255523642005172787770400292031941
13.486,"Will Ethereum dip to $2,200 in January?",will-ethereum-dip-to-2200-in-january-2026-518,0x5ab664cd2dacb80a2c397680a7ed814cef422d73244d0920e87028c556e7d078,0.0165,0.9835,-4.087757256922579,4.087757256922582,8,2026-02-01T05:00:00Z,24010.553119000004,431148.774007,31031.91413,0.001,0.016,0.017,2,False,109481274475493425970596827677940251230949629097350877114100869237412591744780,104358431329216429451595299019941485956554291099834150907165889053748376265933
10.979,"Will Bitcoin reach $105,000 in January?",will-bitcoin-reach-105k-in-january-2026,0x542fb07feb00feddb87c1d9e93ebf439a692c6b12e81e935ef2a5cda7de70dfb,0.017,0.983,-4.05739577609095,4.057395776090949,8,2026-02-01T05:00:00Z,142322.350182,3647275.203799,110239.12618,0.002,0.016,0.018,2,False,5890753752906002052534785499305647451620312211019774830504168272322511375782,17472990217788691760165673486965053411983963376515080695035331307340496813268
8.473,Will GTA 6 cost $100+?,will-gta-6-cost-100,0xae5584fbb57f23c1c608d544b656f23d8bf12340cef70811cf31bb0cb4fc2115,0.0175,0.9825,-4.027899462813948,4.02789946281395,35,2026-02-28T12:00:00Z,32095.416989999998,1843104.248256,55984.70052,0.001,0.017,0.018,2,False,28946595841244317705636126646676849578876740730186646421280828201004700559420,42278252558046940014991595990628759801692726198478046188873057685686228021663
13.378,Will the U.S. collect between $500b and $1t in revenue in 2025?,will-the-us-collect-between-500b-and-1t-in-revenue-in-2025,0x07c96dbd0f70e5a27a0e15c22042abcc57bc6acc7f740f7935e0a08cde5e5138,0.0105,0.9895,-4.545824507879143,4.545824507879147,35,2026-02-28T12:00:00Z,7807.876499999998,382744.849973,6502.49149,0.003,0.009,0.012,2,True,14642427631762357507939608294887050551300827907746951519205602696553287464979,107108677406570769174644732556082858255108204503861334566787299375848455720534
8.255,Will Tesla reach $548 in January?,will-tsla-reach-548-in-january,0x0ba09a83eb6ddf962446c3e46896459cad8bf1bc55170e2f553ff2ebb0c49246,0.018,0.982,-3.9992195504583012,3.9992195504583004,8,2026-02-01T04:59:59.999Z,39865.47999999999,45466.589256,984.64868,0.004,0.016,0.02,2,False,59306868533817473418536957342577998972525206362771142509556454166510728256353,43340438187141259425351470736004576428954642593904252145690561897725653536299
10.513,US mobile/internet outages caused by Iran?,us-mobileinternet-outages-caused-by-iran,0x19207374537734fd9928ff0df00b556bf14f9731bb29c7180b56e4067b333521,0.0105,0.9895,-4.545824507879143,4.545824507879147,7,2026-01-31T00:00:00Z,7708.508052999999,52734.462134,4136.3876,0.001,0.01,0.011,2,False,28435573844545233833807167539478636867626251624582194984681288753763270768824,73892368954888571700678546245019488264901847135803981873337352485399008573936
10.013,"Will the US next strike Iran on January 28, 2026 (ET)?",will-the-us-next-strike-iran-on-january-28-2026-et-699,0x1bb040197f0ec1a43a4fe5973135b7225a4fc1ac937d30bfdfa7ab1b99b9ee40,0.0185,0.9815,-3.9713112816322367,3.971311281632239,7,2026-01-31T00:00:00Z,49210.441921,343730.191017,29350.68119,0.001,0.018,0.019,2,True,47958130937162195889656394645909009031251635022352752802044593569916917817211,115508441463719646589098056931960247951081955071422216492102651536737962567725
16.536,"Will Ethereum dip to $2,600 January 19-25?",will-ethereum-dip-to-2600-january-19-25,0xbc83161146281eeaa6c89d1299d51fc638087aa1e729d0c48816e580a20bb5d8,0.0115,0.9885,-4.4538416072414675,4.453841607241471,2,2026-01-26T05:00:00Z,7919.222703,35574.984697,13614.46611,0.009,0.007,0.016,2,False,12192843882562560127357266767642588630261360668272789343235287613765078583859,105034843332175418424482443886852044957513784612050931686890695996464466937178
11.888,"Russia x Ukraine ceasefire by January 31, 2026?",russia-x-ukraine-ceasefire-by-january-31-2026,0xb8c1bd306a8a4cedfb280e114e655c5092b3f37edccae05cd877d7f21a5774ce,0.0195,0.9805,-3.9176481800667,3.917648180066702,7,2026-01-31T00:00:00Z,1025518.4744069997,20135263.020652,250917.84299,0.001,0.019,0.02,2,False,14705029091296171110674089399091656949154521086160164017708184564241023149952,28770223306876042609349339320023940766830944760118437790167392789285879039304
16.043,"Will Elon Musk post 340-359 tweets from January 20 to January 27, 2026?",elon-musk-of-tweets-january-20-january-27-340-359,0xe8461d782f2af2cc7355bf84edd2b67158b94e391b08e46779d68b9fb88b3023,0.0195,0.9805,-3.9176481800667,3.917648180066702,4,2026-01-27T17:00:00Z,85024.58147400006,241721.607619,28956.01145,0.005,0.017,0.022,2,True,16173599235879348293595412956290713632728684900599304255684374635374595795741,91432344112725561683260151872564298501673297714860111625427745121809793720670
10.576,Will Microsoft be the third-largest company in the world by market cap on January 31?,will-microsoft-be-the-third-largest-company-in-the-world-by-market-cap-on-january-31,0x98c77216f639b89b587c410d1d759eceb684bd7df4a59e00f38bf3cb08335b6c,0.02,0.98,-3.8918202981106265,3.8918202981106256,7,2026-01-31T00:00:00Z,15507.415756999997,91845.351213,10209.72398,0.002,0.019,0.021,2,True,23102648865844012787885081173526040129953098405395885829521809196516920885188,50331544003529915007554574533648848657824547740922395537993995415325669300134
9.54,Will Apple be the second-largest company in the world by market cap on January 31?,will-apple-be-the-second-largest-company-in-the-world-by-market-cap-on-january-31,0x381469a19ffba9131ac955744cc430ba153b63a4f22177774e29410eadfffa78,0.0205,0.9795,-3.866617351240233,3.866617351240235,7,2026-01-31T00:00:00Z,15423.950142999996,368820.450663,17782.12428,0.001,0.02,0.021,2,True,21595484356879682625968335961062017170604193067961547380506954943204555785440,23316276401627564316719737309129077138114616897622092000876723777907780367984
8.21,Will Alexander Zverev win the 2026 Australian Open?,will-alexander-zverev-win-the-2026-australian-open,0x50dc3231849098f1e7494acb5883edbe311997ccc5f518adb1703ffacf63b7ed,0.0205,0.9795,-3.866617351240233,3.866617351240235,8,2026-02-01T00:00:00Z,88289.28261499997,612596.055293,56437.66417,0.001,0.02,0.021,2,True,73196998552166815605334378560017295628991362454464985323816626953045817941879,12311598263785547503667723207457195407373602126330761179392014616591561522950
12.921,"Will Bitcoin dip to $75,000 in January?",will-bitcoin-dip-to-75k-in-january-2026,0x18d518a1f37ed8a510c174a8d79b228e0745cf4372f9a5d9c327e6576abc25db,0.0205,0.9795,-3.866617351240233,3.866617351240235,8,2026-02-01T05:00:00Z,74490.95547600005,1524504.772747,68970.08131,0.001,0.02,0.021,2,False,20099240131435270101243886986764622431137880237564542574320666248714205282967,107215017509232964267319647251985124647716227186424524868458584097835560460596
12.431,"Will the US next strike Iran on January 29, 2026 (ET)?",will-the-us-next-strike-iran-on-january-29-2026-et-159,0xbbfa1cdad9819acdd36bfa2fac3d2f1ff64021c3d4a7459661010ce9ff33cefb,0.0205,0.9795,-3.866617351240233,3.866617351240235,7,2026-01-31T00:00:00Z,49860.85169999999,433272.895893,16391.5896,0.001,0.02,0.021,2,True,114241894761292077430905566218552350816450757593712525283850996642283156215395,102889252106863640846742396221806173145602730750092655207842032777997535373728
21.594,"Will the price of Bitcoin be above $86,000 on January 24?",bitcoin-above-86k-on-january-24,0xdc6cb790625207cb1978752d9280123dd267ee5f83e226160f702eb6b4728634,0.979,0.021,3.8420092048070864,-3.8420092048070873,1,2026-01-24T17:00:00Z,14397.305986999992,64360.928755,17074.13119,0.004,0.977,0.981,2,False,1484215218377841164638285279345268047779633338510451415024367305639771006423,102721042443581022418454324290692935333213379129013597732949275082438677298391
12.405,Will Ethan Hawke win Best Actor at the 98th Academy Awards?,will-ethan-hawke-win-best-actor-at-the-98th-academy-awards,0x53502cc288507264787a4d2e5c951b21bb08946fa7850e57974c47abb970280d,0.0225,0.9775,-3.7714829826491467,3.771482982649148,50,2026-03-15T00:00:00Z,18362.957026000004,337961.170891,31923.99777,0.001,0.022,0.023,2,True,94660086959323775686012575874285085691497641124969175874163966877210114112809,105286676802580801768486531851926538410523128140919767512082074034692005040977
10.34,"Will Elon Musk post 600-619 tweets from January 23 to January 30, 2026?",elon-musk-of-tweets-january-23-january-30-600-619,0x3f1841d90d0be551902dcab44573bb810ae2f922a35d7c5db581ce90df005ce3,0.0225,0.9775,-3.7714829826491467,3.771482982649148,7,2026-01-30T17:00:00Z,12011.175615000015,47420.542121,10474.42969,0.001,0.022,0.023,2,True,10585667413793263474751641951040871103155531164220735755225146398688477379519,62066696932929834864665523082891830572964180499606762296254014586822460560015
8.681,Will Google have the best AI model at the end of January 2026?,will-google-have-the-best-ai-model-at-the-end-of-january-2026,0xad29cf2f3839f6090c3ba8a0b6753d3af77ecced5c24ab10348ecc64067c04a8,0.977,0.023,3.748992436113632,-3.748992436113633,7,2026-01-31T00:00:00Z,52857.018981999994,1049005.84987,45096.56694,0.002,0.976,0.978,2,True,108368686934589285414559149137133512701664906400051112456443550229390049578166,27159427766269566121290175140233577124278684386385445262099428434259028831833
9.797,Will the Iranian regime fall by January 31?,will-the-iranian-regime-fall-by-january-31,0x77b9b065f487d1e18d005465d221ec6c84ed3babfaf6ecf62f20baeaa9fc3038,0.0235,0.9765,-3.7269743291666204,3.7269743291666217,7,2026-01-31T00:00:00Z,236031.77473199996,7886960.224695,282360.76528,0.001,0.023,0.024,2,False,7658808656738124231655982304932115710649774031219112698093176227109214699054,75325926334064369719522833702687350588543226350264281045007110029547967164523
15.067,Will Lê Minh Hưng be the next Prime Minister of Vietnam?,will-l-minh-hng-be-the-next-prime-minister-of-vietnam,0xf2995999537ed00a9e1ed196dac5a34c8362b9e454200968eb123c60d21530d2,0.9765,0.0235,3.7269743291666217,-3.7269743291666204,1,2026-01-25T00:00:00Z,73695.25070899999,245112.753911,8379.69468,0.001,0.976,0.977,2,True,106415214145522966179186096977094978918005217851026867362814745409109043718965,105244305087066947375390379713039474916834963808658829713388931041101255731949
9.108,Will the Reserve Bank of Australia decrease the target for the cash rate after the February Meeting?,will-the-reserve-bank-of-australia-decrease-the-target-for-the-cash-rate-after-the-february-meeting,0xf7cfbec0218960cbb55118eb72e9831239482c3d97810ab4682d30d00c651c88,0.0115,0.9885,-4.4538416072414675,4.453841607241471,10,2026-02-03T00:00:00Z,7113.231143999999,45607.486062,4081.08277,0.003,0.01,0.013,2,True,48967469198350548579577955837976038611259947761794494187542236416079448533313,92421602653974947581531297841181947126330243071173597397546166724745689456614
10.656,Will any of Trump’s Greenland Tariffs go into effect by Feb 1?,will-any-of-trumps-greenland-tariffs-go-into-effect-by-feb-1,0x75ac86feeeda6cc683af948c4bda7b7d2579c2de8ae5a1f9a9773bdf161970ad,0.024,0.976,-3.7054087560651467,3.705408756065146,8,2026-02-01T00:00:00Z,75000.99038,638374.631084,48208.23636,0.002,0.023,0.025,2,False,84375245842663558308399194125254935482530576825919338744760236672707319788658,78391136385775506300905945292645837625602264913266798340228159433537225802713
8.565,Will André Ventura win the 2026 Portugal presidential election?,will-andr-ventura-win-the-2026-portugal-presidential-election,0xbcb33ad98c8141b10f2350ef687eddf0660484ecc15be42ecdae64339e64dce1,0.0245,0.9755,-3.6842770425124844,3.6842770425124862,1,2026-01-25T14:00:00Z,422809.7197930001,11895154.322349,871823.48172,0.001,0.024,0.025,2,True,87048058140607839077917415447158941112086606824479198286281986963033007181784,105108334823274411453837752322302146951506166827237470954759784982159162094956
