id,variant_id,ch_allowed_plan_tiers,meditation_type,published_at,position,title,language,content_group,description,icon_asset_id,is_hidden,should_play_as_guide,search_category,upsell_variant,is_clinical,created_at,updated_at,content_type,author_id,author_name,author_should_display,narrator_id,narrator_name,narrator_bio,narrator_is_composer,narrator_created_at,narrator_updated_at,narrator_headshot_id,narrator_headshot_type,narrator_headshot_content_type,narrator_headshot_size,narrator_headshot_url,narrator_headshot_width,narrator_headshot_height,narrator_headshot_dominant_colors,background_image_id,background_image_type,background_image_content_type,background_image_size,background_image_url,background_image_width,background_image_height,background_image_dominant_colors,titled_background_image_id,titled_background_image_type,titled_background_image_content_type,titled_background_image_size,titled_background_image_url,titled_background_image_width,titled_background_image_height,titled_background_image_dominant_colors,cell_image_id,cell_image_type,cell_image_content_type,cell_image_size,cell_image_url,cell_image_width,cell_image_height,cell_image_dominant_colors,untitled_cell_image_id,untitled_cell_image_type,untitled_cell_image_content_type,untitled_cell_image_size,untitled_cell_image_url,untitled_cell_image_width,untitled_cell_image_height,untitled_cell_image_dominant_colors,subtitle,cell_background_image_id,cell_background_image_type,cell_background_image_content_type,cell_background_image_size,cell_background_image_url,cell_background_image_width,cell_background_image_height,cell_background_image_dominant_colors,narrator_short_bio,featured_start_at,featured_end_at,featured_home_icon_id,featured_home_icon_type,featured_home_icon_content_type,featured_home_icon_size,featured_home_icon_url,featured_home_icon_width,featured_home_icon_height,featured_home_icon_dominant_colors
qzR9H63LOV,IwaNhCxQWx,"['calm_health', 'calm_health_premium', 'ch-payor-base', 'ch-payor-buyup']",sleep,2021-05-05T01:00:00.000Z,48,The Magic Hotel,ko,0-default,"Get your reservation ready and check into your imagination, where absolutely anything is possible.",4d75ec9202ba25c19f36674d72c5998d,False,True,sleep_stories,generic,False,2021-04-29T16:45:43.165Z,2021-08-17T18:32:17.252Z,Histoire pour dormir,9kKPO5Q1,Christina Yang,True,MTlgSIxy74,Kim Du Ri,"Commentatrice du 37ème tournoi de go organisé par le KBS. Sa palette vocale couvre de nombreux genres : pièces radiophoniques, actualités et promotions d'entreprise, commentaires de documentaires et bien d'autres encore.",False,2020-02-11T20:51:54.951Z,2020-02-12T03:46:40.523Z,108df4f78610786d08bb7f2da5b27c46,image,image/png,3807377,https://assets.calm.com/108df4f78610786d08bb7f2da5b27c46.png,3000,3000,"['#bfa69c', '#2b1e27', '#6a3939']",8c1d0caaacc09c835b4e55f78056a36e,image,image/jpeg,2938447,https://assets.calm.com/8c1d0caaacc09c835b4e55f78056a36e.jpeg,2000,2000,"['#2362a8', '#113979']",41933756d4f16ca20112c499317ff06d,image,image/jpeg,1955451,https://assets.calm.com/41933756d4f16ca20112c499317ff06d.jpeg,2000,2000,"['#2663a8', '#133b79']",41933756d4f16ca20112c499317ff06d,image,image/jpeg,1955451,https://assets.calm.com/41933756d4f16ca20112c499317ff06d.jpeg,2000,2000,"['#2663a8', '#133b79']",8c1d0caaacc09c835b4e55f78056a36e,image,image/jpeg,2938447,https://assets.calm.com/8c1d0caaacc09c835b4e55f78056a36e.jpeg,2000,2000,"['#2362a8', '#113979']",,,,,,,,,,,,,,,,,,,,
mka8g1SCZI,FkNpBeMZOy,"['calm_health', 'calm_health_premium', 'ch-payor-base', 'ch-payor-buyup']",sleep,2021-10-26T19:00:00.000Z,25,The Darjeeling Himalayan Railway,ko,0-default,Unwind through the mountains of India on one of the most famous trains in the world.,cdb832aa9cab24fc42de87ff41196c8a,False,True,sleep_stories,generic,False,2021-09-27T20:04:37.409Z,2021-10-26T18:34:12.153Z,Histoire pour dormir,63PB06XR,Andrew Martin,True,zkae2ORcZR,Kim Ei An,"안녕하세요. 성우 김이안입니다. 
KBS 44기 성우로, 'KBS 무대', '라디오 극장', '소설극장', '라디오 문학관' 등 다수의 오디오북과 드라마 제작에 참여하였습니다. 
여러분과 편안한 호흡을 나누고 싶습니다. 함께해요. ",False,2021-10-11T14:09:14.708Z,2021-10-11T14:14:47.053Z,5e417af565782a66c9cd5f42058d1c93,image,image/jpeg,178608,https://assets.calm.com/5e417af565782a66c9cd5f42058d1c93.jpeg,701,702,"['#bc9c54', '#5b5f1c']",446d2742ab7e195e04787906d1d76366,image,image/jpeg,2813092,https://assets.calm.com/446d2742ab7e195e04787906d1d76366.jpeg,2000,2000,"['#4c88aa', '#045e7f']",d99e503b092ab0ce1a7b9da4208003a5,image,image/jpeg,273840,https://assets.calm.com/d99e503b092ab0ce1a7b9da4208003a5.jpeg,2000,2000,"['#087495', '#045e80']",d99e503b092ab0ce1a7b9da4208003a5,image,image/jpeg,273840,https://assets.calm.com/d99e503b092ab0ce1a7b9da4208003a5.jpeg,2000,2000,"['#087495', '#045e80']",446d2742ab7e195e04787906d1d76366,image,image/jpeg,2813092,https://assets.calm.com/446d2742ab7e195e04787906d1d76366.jpeg,2000,2000,"['#4c88aa', '#045e7f']",,,,,,,,,,,,,,,,,,,,
vXKdz5piaX,lUaoVSIysf,"['calm_health', 'calm_health_premium', 'ch-payor-base', 'ch-payor-buyup']",sleep,2023-04-26T01:00:00.000Z,10843,Journey Through the Yungas,ko,0-default,"Explore a wondrous region that links ancient forests and Andean highlands, teeming with colorful life.",a14a254c73faa24a8d2a10a9d8f24870,False,True,sleep_stories,generic,False,2023-04-13T05:47:22.015Z,2023-04-24T19:09:32.889Z,Histoire pour dormir,yB7zAwpp,Paola Villegas Soruco,True,mQGkVqezAB,Son Hyo Kyeong,"편안한 목소리로 언제나 친근하게 다가가고 싶은 성우 손효경입니다
게임, 오디오북, 교육 컨텐츠 외 다양한 분야에서 활동하고 있습니다",False,2020-12-29T19:36:21.112Z,2020-12-29T19:37:24.030Z,4ed792b2dadbf72ad35329140ec6e658,image,image/jpeg,24993,https://assets.calm.com/4ed792b2dadbf72ad35329140ec6e658.jpeg,400,400,"['#c8705c', '#6c2c24']",84cc4cd7146d27449591f32cc479e194,image,image/jpeg,2992119,https://assets.calm.com/84cc4cd7146d27449591f32cc479e194.jpeg,2000,2000,"['#d69c1e', '#6e750d']",4a42a8ce87f6c2d07b77a90937c1934b,image,image/jpeg,2760845,https://assets.calm.com/4a42a8ce87f6c2d07b77a90937c1934b.jpeg,2000,2000,"['#d1981b', '#a8a404']",4a42a8ce87f6c2d07b77a90937c1934b,image,image/jpeg,2760845,https://assets.calm.com/4a42a8ce87f6c2d07b77a90937c1934b.jpeg,2000,2000,"['#d1981b', '#a8a404']",84cc4cd7146d27449591f32cc479e194,image,image/jpeg,2992119,https://assets.calm.com/84cc4cd7146d27449591f32cc479e194.jpeg,2000,2000,"['#d69c1e', '#6e750d']",,,,,,,,,,,,,,,,,,,,
IvmaIGoT39,s5g6U-lRSU,"['calm_health', 'calm_health_premium', 'ch-payor-base', 'ch-payor-buyup']",sleep,2021-11-16T20:00:00.000Z,22,The City of Seven Hills,ko,0-default,"Wander through Lisbon, the capital of Portugal, where even the sidewalks are a piece of art.",4053dee1cdac6631c4475986539da79c,False,True,sleep_stories,generic,False,2021-11-04T12:43:31.751Z,2021-11-16T18:57:25.581Z,Histoire pour dormir,63PB06XR,Andrew Martin,True,ImG_YXmys7,Moon Ji Yeong,"Les voyages, la danse et les glaces. Ce sont ces choses qui me rendent heureuse. J'espère que tous ceux qui entendent ma voix connaissent autant de bonheur et de joie que moi.
",False,2020-05-15T20:06:56.933Z,2020-05-27T19:43:37.427Z,c654d3353aa8c1d8fa5be362de915634,image,image/jpeg,848192,https://assets.calm.com/c654d3353aa8c1d8fa5be362de915634.jpeg,1684,1660,"['#bec3c9', '#233b52', '#684e4e']",d6e0931553ec633be7902cb1ec703430,image,image/jpeg,1814598,https://assets.calm.com/d6e0931553ec633be7902cb1ec703430.jpeg,2000,2000,"['#d97906', '#2a8209']",c01155610db81beea4a971b06c5b1618,image,image/jpeg,1881513,https://assets.calm.com/c01155610db81beea4a971b06c5b1618.jpeg,2000,2000,"['#d97a08', '#2a8209']",c01155610db81beea4a971b06c5b1618,image,image/jpeg,1881513,https://assets.calm.com/c01155610db81beea4a971b06c5b1618.jpeg,2000,2000,"['#d97a08', '#2a8209']",d6e0931553ec633be7902cb1ec703430,image,image/jpeg,1814598,https://assets.calm.com/d6e0931553ec633be7902cb1ec703430.jpeg,2000,2000,"['#d97906', '#2a8209']",,,,,,,,,,,,,,,,,,,,
LiP6KvNyY1,08Jk8k6EKz,"['calm_health', 'calm_health_premium', 'ch-payor-base', 'ch-payor-buyup']",sleep,2021-05-25T18:00:00.000Z,45,Metamorphosis,ko,0-default,Explore the secrets of the Amazon with naturalist and scientific illustrator Maria Merian.,b70c7ced717267640e0bcf37efef1b55,False,True,sleep_stories,generic,False,2021-05-12T21:04:30.676Z,2021-08-17T18:32:21.468Z,Histoire pour dormir,LqPw0wpY,Eurydice Da Silva,True,MTlgSIxy74,Kim Du Ri,"Commentatrice du 37ème tournoi de go organisé par le KBS. Sa palette vocale couvre de nombreux genres : pièces radiophoniques, actualités et promotions d'entreprise, commentaires de documentaires et bien d'autres encore.",False,2020-02-11T20:51:54.951Z,2020-02-12T03:46:40.523Z,108df4f78610786d08bb7f2da5b27c46,image,image/png,3807377,https://assets.calm.com/108df4f78610786d08bb7f2da5b27c46.png,3000,3000,"['#bfa69c', '#2b1e27', '#6a3939']",0be77f9b35a2f33adb3cd2ac065d4f49,image,image/jpeg,2408480,https://assets.calm.com/0be77f9b35a2f33adb3cd2ac065d4f49.jpeg,2000,2000,"['#316da9', '#0a6b46']",132eb125c3b8c2c8c69dfe3e67e118e9,image,image/jpeg,2435476,https://assets.calm.com/132eb125c3b8c2c8c69dfe3e67e118e9.jpeg,2000,2000,"['#316da9', '#0a6b46']",132eb125c3b8c2c8c69dfe3e67e118e9,image,image/jpeg,2435476,https://assets.calm.com/132eb125c3b8c2c8c69dfe3e67e118e9.jpeg,2000,2000,"['#316da9', '#0a6b46']",0be77f9b35a2f33adb3cd2ac065d4f49,image,image/jpeg,2408480,https://assets.calm.com/0be77f9b35a2f33adb3cd2ac065d4f49.jpeg,2000,2000,"['#316da9', '#0a6b46']",,,,,,,,,,,,,,,,,,,,
iLUj2WSkUF,zs5wLOjlpt,"['calm_health', 'calm_health_premium', 'ch-payor-base', 'ch-payor-buyup']",sleep,2019-10-08T20:22:29.334Z,99,Gratitude,ko,0-default,Let Myoung-jin Lee take you on a heartfelt journey of appreciation in tonight’s uplifting tale of gratitude.,d2ed9cb5f10357db785f3396a7aed36e,False,True,sleep_stories,generic,False,2019-09-27T20:27:47.891Z,2021-06-04T16:34:07.924Z,Histoire pour dormir,xx8LLyxN,Chris Advansun,True,V4qXBu9060,Myoung-jin Lee,"Coach en méditation et directrice de Myoung Space
Elle a auparavant travaillé comme animatrice de spectacles et journaliste. Forte de ses 10 ans d'expérience en pratique de la méditation, elle donne actuellement différents cours de méditation en tant que coach.",False,2019-09-03T20:29:59.789Z,2019-10-22T17:31:16.328Z,d57393c15bf2ec0a537b3e31abb813d0,image,image/png,5631369,https://assets.calm.com/d57393c15bf2ec0a537b3e31abb813d0.png,3000,3000,"['#c4cbbc', '#302e2a', '#6d5647']",e501778b65fffa0bb0dd351071a82317,image,image/jpeg,2481702,https://assets.calm.com/e501778b65fffa0bb0dd351071a82317.jpeg,1920,1920,"['#5487b3', '#144d7e']",e4f99790f669e05706460b1eca105d78,image,image/jpeg,2664187,https://assets.calm.com/e4f99790f669e05706460b1eca105d78.jpeg,1920,1920,"['#5688b3', '#144d7e']",e4f99790f669e05706460b1eca105d78,image,image/jpeg,2664187,https://assets.calm.com/e4f99790f669e05706460b1eca105d78.jpeg,1920,1920,"['#5688b3', '#144d7e']",e501778b65fffa0bb0dd351071a82317,image,image/jpeg,2481702,https://assets.calm.com/e501778b65fffa0bb0dd351071a82317.jpeg,1920,1920,"['#5487b3', '#144d7e']",,,,,,,,,,Méditation consciente,,,,,,,,,,
UGfC_wgn2i,UrjHk7a9hy,"['calm_health', 'calm_health_premium', 'ch-payor-base', 'ch-payor-buyup']",sleep,2020-04-16T19:00:00.000Z,78,The Little Mermaid,ko,0-default,"Join Eun Joung on an enchanting journey full of magic and mermaids, in tonight’s classic tale, The Little Mermaid",b9dd4c7baa0bf6e023a8bf67134716b6,False,True,sleep_stories,generic,False,2020-04-17T02:09:52.820Z,2021-06-04T16:34:07.924Z,Histoire pour dormir,18A7R5N0,Hans Christian Andersen,True,iCLyqv80tw,Eun Joung,"Ancienne artiste de voix pour la chaîne KBS. Lauréate du prix Best Rookie (Meilleur espoir) de la compétition Voice-Actor Awards de KBS en 2005, et du Meilleur rôle en 2014. Elle a prêté sa voix à de nombreux documentaires, livres audio et plus encore.",False,2020-03-20T20:15:14.319Z,2020-03-26T17:52:51.169Z,12a14355cc8ee6d6367f44f0e4da7ab5,image,image/jpeg,168687,https://assets.calm.com/12a14355cc8ee6d6367f44f0e4da7ab5.jpeg,635,635,"['#a09fa2', '#282223', '#4d3a35']",bd1226ddab2de255e001d4cf17fc5bd9,image,image/jpeg,9342054,https://assets.calm.com/bd1226ddab2de255e001d4cf17fc5bd9.jpeg,1920,1920,"['#34c46c', '#8e200c']",540e0daf93d5ab997a57e86ad7622226,image,image/jpeg,7748588,https://assets.calm.com/540e0daf93d5ab997a57e86ad7622226.jpeg,1920,1920,"['#c74a12', '#8e200c']",540e0daf93d5ab997a57e86ad7622226,image,image/jpeg,7748588,https://assets.calm.com/540e0daf93d5ab997a57e86ad7622226.jpeg,1920,1920,"['#c74a12', '#8e200c']",bd1226ddab2de255e001d4cf17fc5bd9,image,image/jpeg,9342054,https://assets.calm.com/bd1226ddab2de255e001d4cf17fc5bd9.jpeg,1920,1920,"['#34c46c', '#8e200c']",,,,,,,,,,,,,,,,,,,,
1gShE4gwnv,3l3NNbQ7Wq,"['calm_health', 'calm_health_premium', 'ch-payor-base', 'ch-payor-buyup']",sleep,2020-04-01T19:00:00.000Z,80,Cinderella,ko,0-default,"Join Eun Joung on a magical journey full of fairy godmothers and happily ever afters in Charles Perrault’s beloved fairytale, Cinderella",f29a8a1d6204083d792548f3b4f477f0,False,True,sleep_stories,generic,False,2020-04-01T22:35:14.294Z,2021-06-04T16:34:07.924Z,Histoire pour dormir,8rr16xN0,Charles Perrault,True,iCLyqv80tw,Eun Joung,"Ancienne artiste de voix pour la chaîne KBS. Lauréate du prix Best Rookie (Meilleur espoir) de la compétition Voice-Actor Awards de KBS en 2005, et du Meilleur rôle en 2014. Elle a prêté sa voix à de nombreux documentaires, livres audio et plus encore.",False,2020-03-20T20:15:14.319Z,2020-03-26T17:52:51.169Z,12a14355cc8ee6d6367f44f0e4da7ab5,image,image/jpeg,168687,https://assets.calm.com/12a14355cc8ee6d6367f44f0e4da7ab5.jpeg,635,635,"['#a09fa2', '#282223', '#4d3a35']",a3c89ca8990b6736ee30c530ee3b8f80,image,image/jpeg,581416,https://assets.calm.com/a3c89ca8990b6736ee30c530ee3b8f80.jpeg,1920,1920,"['#c68f4c', '#72301c']",0f245736bb336b9beac710e16088bd1b,image,image/jpeg,7932775,https://assets.calm.com/0f245736bb336b9beac710e16088bd1b.jpeg,1920,1920,"['#742c28', '#5a3429']",0f245736bb336b9beac710e16088bd1b,image,image/jpeg,7932775,https://assets.calm.com/0f245736bb336b9beac710e16088bd1b.jpeg,1920,1920,"['#742c28', '#5a3429']",8b1ffbc9644bb792dfaeecaa821c5fc6,image,image/jpeg,217126,https://assets.calm.com/8b1ffbc9644bb792dfaeecaa821c5fc6.jpeg,1125,300,"['#be8048', '#6c341c']",Fiction,8b1ffbc9644bb792dfaeecaa821c5fc6,image,image/jpeg,217126.0,https://assets.calm.com/8b1ffbc9644bb792dfaeecaa821c5fc6.jpeg,1125.0,300.0,"['#be8048', '#6c341c']",,,,,,,,,,,
iR6P860-DD,VfX3qw4VxL,"['calm_health', 'calm_health_premium', 'ch-payor-base', 'ch-payor-buyup']",sleep,2022-11-09T01:00:00.000Z,12,Women of Water,ko,0-default,Savor the four seasons of stunning Jeju Island where you’ll experience the magic of South Korean female free-divers.,822a19948b324ca596e7eb14d1c76137,False,True,sleep_stories,generic,False,2022-10-25T18:51:43.317Z,2022-11-07T22:01:01.610Z,Histoire pour dormir,3LvVLXJY,Jihyun Yun,True,h_GsY7dX5z,Kim Mi Ae,"비오는 날의 빗소리처럼, 운전할 때 라디오 소리처럼...
그 자리에 가장 잘 어울리고 자연스러운 소리,
그런 편안한 목소리를 전하고 싶은 성우 김미애입니다.",False,2020-06-02T03:20:45.972Z,2020-06-03T21:57:12.457Z,39b3657f4e38eb44ed366a58a515f619,image,image/jpeg,203561,https://assets.calm.com/39b3657f4e38eb44ed366a58a515f619.jpeg,807,856,"['#c7afa4', '#301b1b', '#7a3e3d']",7893df28344bc5838c3c41502b09cb50,image,image/jpeg,3790853,https://assets.calm.com/7893df28344bc5838c3c41502b09cb50.jpeg,2000,2000,"['#24a8e8', '#5c134d']",eaedf621edd8150364a2c48ae66a9ad1,image,image/jpeg,1481854,https://assets.calm.com/eaedf621edd8150364a2c48ae66a9ad1.jpeg,2000,2000,"['#24a8e8', '#731687']",eaedf621edd8150364a2c48ae66a9ad1,image,image/jpeg,1481854,https://assets.calm.com/eaedf621edd8150364a2c48ae66a9ad1.jpeg,2000,2000,"['#24a8e8', '#731687']",7893df28344bc5838c3c41502b09cb50,image,image/jpeg,3790853,https://assets.calm.com/7893df28344bc5838c3c41502b09cb50.jpeg,2000,2000,"['#24a8e8', '#5c134d']",,,,,,,,,,,,,,,,,,,,
iR6P860-DD,VfX3qw4VxL,"['calm_health', 'calm_health_premium', 'ch-payor-base', 'ch-payor-buyup']",sleep,2022-11-09T01:00:00.000Z,12,Women of Water,ko,0-default,Savor the four seasons of stunning Jeju Island where you’ll experience the magic of South Korean female free-divers.,822a19948b324ca596e7eb14d1c76137,False,True,sleep_stories,generic,False,2022-10-25T18:51:43.317Z,2022-11-07T22:01:01.610Z,Histoire pour dormir,3LvVLXJY,Jihyun Yun,True,h_GsY7dX5z,Kim Mi Ae,"비오는 날의 빗소리처럼, 운전할 때 라디오 소리처럼...
그 자리에 가장 잘 어울리고 자연스러운 소리,
그런 편안한 목소리를 전하고 싶은 성우 김미애입니다.",False,2020-06-02T03:20:45.972Z,2020-06-03T21:57:12.457Z,39b3657f4e38eb44ed366a58a515f619,image,image/jpeg,203561,https://assets.calm.com/39b3657f4e38eb44ed366a58a515f619.jpeg,807,856,"['#c7afa4', '#301b1b', '#7a3e3d']",7893df28344bc5838c3c41502b09cb50,image,image/jpeg,3790853,https://assets.calm.com/7893df28344bc5838c3c41502b09cb50.jpeg,2000,2000,"['#24a8e8', '#5c134d']",eaedf621edd8150364a2c48ae66a9ad1,image,image/jpeg,1481854,https://assets.calm.com/eaedf621edd8150364a2c48ae66a9ad1.jpeg,2000,2000,"['#24a8e8', '#731687']",eaedf621edd8150364a2c48ae66a9ad1,image,image/jpeg,1481854,https://assets.calm.com/eaedf621edd8150364a2c48ae66a9ad1.jpeg,2000,2000,"['#24a8e8', '#731687']",7893df28344bc5838c3c41502b09cb50,image,image/jpeg,3790853,https://assets.calm.com/7893df28344bc5838c3c41502b09cb50.jpeg,2000,2000,"['#24a8e8', '#5c134d']",,,,,,,,,,,,,,,,,,,,
QBGsXTwm3z,lSfxQ7nEJU,"['calm_health', 'calm_health_premium', 'ch-payor-base', 'ch-payor-buyup']",sleep,2021-04-01T22:00:00.000Z,49,Drifting Off to Sheep,ko,0-default,"In a fun adaptation of counting sheep, Yoo Ga Hui herds you off to sleep with his Top 20 List of Wooly Wonders",35c2a39c444c24441592da5ea9652485,False,True,sleep_stories,generic,False,2021-03-23T22:03:29.625Z,2021-08-17T18:31:57.678Z,Histoire pour dormir,5BvJkxYl,Pete May,True,snbuXGLN-3,Yoo Ga Hui,"음악과 노래하기 좋아하고,
별과 자연과 함께하기 좋아하는
감성적인 성우 유가희입니다.",False,2020-09-28T16:11:21.185Z,2020-10-14T15:08:17.099Z,0a72eac2c2ec2632279a35ba15084699,image,image/jpeg,47662,https://assets.calm.com/0a72eac2c2ec2632279a35ba15084699.jpeg,439,440,"['#715247', '#e4d9cc', '#9fa7ad']",c8e0de33a76069014f893451587a0f69,image,image/jpeg,450306,https://assets.calm.com/c8e0de33a76069014f893451587a0f69.jpeg,1920,1920,"['#5898e9', '#495e19']",7367e6a58a0db1b749a321e77538324b,image,image/jpeg,2633802,https://assets.calm.com/7367e6a58a0db1b749a321e77538324b.jpeg,2000,2000,"['#618cc8', '#703b21']",7367e6a58a0db1b749a321e77538324b,image,image/jpeg,2633802,https://assets.calm.com/7367e6a58a0db1b749a321e77538324b.jpeg,2000,2000,"['#618cc8', '#703b21']",035313661103f4935cb84ebfbf6927b3,image,image/jpeg,170029,https://assets.calm.com/035313661103f4935cb84ebfbf6927b3.jpeg,1125,300,"['#b87a4b', '#31420d']",,035313661103f4935cb84ebfbf6927b3,image,image/jpeg,170029.0,https://assets.calm.com/035313661103f4935cb84ebfbf6927b3.jpeg,1125.0,300.0,"['#b87a4b', '#31420d']",,,,,,,,,,,
L-VLMgPAHQ,Dtpm-664j0,"['calm_health', 'calm_health_premium', 'ch-payor-base', 'ch-payor-buyup']",sleep,2021-02-23T23:00:00.000Z,50,The Magic Wand,ko,0-default,Let storyteller Son Hyo Kyeong ease you off to sleep with this mystical children's tale of magic and wonder,bcb9c233523b484f5fe0b24fa9cb10d2,False,True,sleep_stories,generic,False,2021-02-23T23:00:00.000Z,2021-08-17T18:31:42.934Z,Histoire pour dormir,zwGNRNkM,Nicholas Head,True,mQGkVqezAB,Son Hyo Kyeong,"편안한 목소리로 언제나 친근하게 다가가고 싶은 성우 손효경입니다
게임, 오디오북, 교육 컨텐츠 외 다양한 분야에서 활동하고 있습니다",False,2020-12-29T19:36:21.112Z,2020-12-29T19:37:24.030Z,4ed792b2dadbf72ad35329140ec6e658,image,image/jpeg,24993,https://assets.calm.com/4ed792b2dadbf72ad35329140ec6e658.jpeg,400,400,"['#c8705c', '#6c2c24']",6d049f431d182bc414ea26c310ff42b6,image,image/jpeg,82472,https://assets.calm.com/6d049f431d182bc414ea26c310ff42b6.jpeg,1920,1920,"['#2150d4', '#152667']",32bf9189370427bf76f1fdb17cb01b07,image,image/jpeg,959377,https://assets.calm.com/32bf9189370427bf76f1fdb17cb01b07.jpeg,2000,2000,"['#214ed3', '#041754']",32bf9189370427bf76f1fdb17cb01b07,image,image/jpeg,959377,https://assets.calm.com/32bf9189370427bf76f1fdb17cb01b07.jpeg,2000,2000,"['#214ed3', '#041754']",cb6bdf68e140c44f4ef702c726c758ce,image,image/jpeg,24346,https://assets.calm.com/cb6bdf68e140c44f4ef702c726c758ce.jpeg,1125,300,"['#4059c8', '#243b90']",Fiction,cb6bdf68e140c44f4ef702c726c758ce,image,image/jpeg,24346.0,https://assets.calm.com/cb6bdf68e140c44f4ef702c726c758ce.jpeg,1125.0,300.0,"['#4059c8', '#243b90']",,,,,,,,,,,
mZLcl3UT-1,zlMJzZFcyt,"['calm_health', 'calm_health_premium', 'ch-payor-base', 'ch-payor-buyup']",sleep,2021-02-17T18:30:00.000Z,50,Réunion Island,ko,0-default,Join us as we explore the volcanic island known as Réunion – Europe’s most easterly and far-flung outpost.,62f559ab4c0a55d0686508c75b2118c6,False,True,sleep_stories,generic,False,2021-02-17T18:30:00.000Z,2021-08-17T18:31:43.566Z,Histoire pour dormir,A49ZOW1A,Phoebe Smith,True,oQS6Q9031z,Son Jeong Suk,"안녕하세요 손정숙입니다.
저는 불안하거나 외로울 땐 걷거나 책을 읽어요.
제 목소리를 들으시는 분들도 위로와 편안함을 얻기를 기도합니다.
나마스떼",False,2021-02-12T20:16:55.605Z,2021-02-12T20:18:34.608Z,84c844e5796ebb47a24ed07fe0fb9dfc,image,image/jpeg,2046757,https://assets.calm.com/84c844e5796ebb47a24ed07fe0fb9dfc.jpeg,2316,3088,"['#c47a44', '#311c04']",df005231e6a76db67a53689c98bad102,image,image/jpeg,174644,https://assets.calm.com/df005231e6a76db67a53689c98bad102.jpeg,1920,1920,"['#2e76c2', '#07689a']",b0b5419cbf38045f8e7ab53b149fb13e,image,image/jpeg,1411216,https://assets.calm.com/b0b5419cbf38045f8e7ab53b149fb13e.jpeg,2000,2000,"['#0f88ac', '#07689a']",b0b5419cbf38045f8e7ab53b149fb13e,image,image/jpeg,1411216,https://assets.calm.com/b0b5419cbf38045f8e7ab53b149fb13e.jpeg,2000,2000,"['#0f88ac', '#07689a']",a5b8fe88c362ba71082427871b66b27b,image,image/jpeg,123343,https://assets.calm.com/a5b8fe88c362ba71082427871b66b27b.jpeg,1125,300,"['#0a8fb5', '#046c98']",,a5b8fe88c362ba71082427871b66b27b,image,image/jpeg,123343.0,https://assets.calm.com/a5b8fe88c362ba71082427871b66b27b.jpeg,1125.0,300.0,"['#0a8fb5', '#046c98']",,,,,,,,,,,
Wzc7jFDBgV,zZgZIIdTnk,"['calm_health', 'calm_health_premium', 'ch-payor-base', 'ch-payor-buyup']",sleep,2021-08-31T19:00:00.000Z,32,Henry's Great Escape,ko,0-default,"Join a friendly, nighttime raccoon as he spends his first day exploring the forest under the sun.",f2408d82c95ad05ff39957e80f52d5e4,False,True,sleep_stories,generic,False,2021-08-13T15:47:49.798Z,2021-08-31T18:31:05.489Z,Histoire pour dormir,9kKPO5Q1,Christina Yang,True,iSJbPfgwAz,Park Si Yoon,"안녕하세요. '성우 박시윤'입니다.
2018년 데뷔로 애니메이션, 광고 등 다양한 분야에서 활동하고 있습니다.
주변에서 참 긍정적인 에너지가 많다고 얘기해주시는데요, 제가 가진 긍정의 기운으로 여러분이 편안하고 행복한 잠자리에 드실 수 있도록 '굿나이스토리' 시작하겠습니다",False,2021-08-27T19:13:57.664Z,2021-08-27T19:22:08.712Z,87e92670fc42264f8b6b2161a3aadddd,image,image/jpeg,106963,https://assets.calm.com/87e92670fc42264f8b6b2161a3aadddd.jpeg,960,960,"['#c35e66', '#62352b']",eacb31e6ec1d0b5f7b2749a07472e8a3,image,image/jpeg,3682074,https://assets.calm.com/eacb31e6ec1d0b5f7b2749a07472e8a3.jpeg,2000,2000,"['#b7ae1a', '#774c0a']",33289e6cde2e39f26c3acc8193c5a0bd,image,image/jpeg,3841906,https://assets.calm.com/33289e6cde2e39f26c3acc8193c5a0bd.jpeg,2000,2000,"['#b7ae18', '#774c0b']",33289e6cde2e39f26c3acc8193c5a0bd,image,image/jpeg,3841906,https://assets.calm.com/33289e6cde2e39f26c3acc8193c5a0bd.jpeg,2000,2000,"['#b7ae18', '#774c0b']",eacb31e6ec1d0b5f7b2749a07472e8a3,image,image/jpeg,3682074,https://assets.calm.com/eacb31e6ec1d0b5f7b2749a07472e8a3.jpeg,2000,2000,"['#b7ae1a', '#774c0a']",,,,,,,,,,,,,,,,,,,,
