id,variant_id,ch_allowed_plan_tiers,meditation_type,published_at,position,title,language,content_group,description,icon_asset_id,featured_start_at,featured_end_at,is_hidden,should_play_as_guide,search_category,upsell_variant,is_clinical,created_at,updated_at,content_type,author_id,author_name,author_should_display,narrator_id,narrator_name,narrator_bio,narrator_is_composer,narrator_created_at,narrator_updated_at,narrator_headshot_id,narrator_headshot_type,narrator_headshot_content_type,narrator_headshot_size,narrator_headshot_url,narrator_headshot_width,narrator_headshot_height,narrator_headshot_dominant_colors,background_image_id,background_image_type,background_image_content_type,background_image_size,background_image_url,background_image_width,background_image_height,background_image_dominant_colors,titled_background_image_id,titled_background_image_type,titled_background_image_content_type,titled_background_image_size,titled_background_image_url,titled_background_image_width,titled_background_image_height,titled_background_image_dominant_colors,cell_image_id,cell_image_type,cell_image_content_type,cell_image_size,cell_image_url,cell_image_width,cell_image_height,cell_image_dominant_colors,untitled_cell_image_id,untitled_cell_image_type,untitled_cell_image_content_type,untitled_cell_image_size,untitled_cell_image_url,untitled_cell_image_width,untitled_cell_image_height,untitled_cell_image_dominant_colors,metadata_indexed_search_text,metadata_program_view_hides_play_button,narrator_medium_bio,metadata_exclude_from_search,narrator_short_bio,subtitle,restricted_to_products,featured_home_icon_id,featured_home_icon_type,featured_home_icon_content_type,featured_home_icon_size,featured_home_icon_url,featured_home_icon_width,featured_home_icon_height,featured_home_icon_dominant_colors,cell_background_image_id,cell_background_image_type,cell_background_image_content_type,cell_background_image_size,cell_background_image_url,cell_background_image_width,cell_background_image_height,cell_background_image_dominant_colors
o5mGjOFt1n,P9Sld-EzXB,"['calm_health', 'calm_health_premium', 'ch-payor-base', 'ch-payor-buyup']",sleep,2023-07-11T16:00:00.000Z,10945,Excerpts from Matilda: Miss Honey's Cottage,en,0-default,Step into the pages of Matilda and follow along on a trip to Miss Honey’s cottage.,2bcd10e8d01b2a9f909583e921879aaf,,,False,True,sleep_stories,generic,False,2023-06-20T18:02:34.968Z,2024-11-14T18:10:04.462Z,Schlafgeschichte,Jm30g0VB,Roald Dahl,True,HMGUwADsgX,Kirby,"Kirby ist eine britische Schauspielerin, die für ihre Rollen in Killing Eve, The Good Place, Hacks, Barry, Why Women Kill, Veronica Mars und Sandman bekannt ist. Auf der Leinwand war Sie vor Kurzem in Disneys Cruella und STX Films' und Paramount+'s Queenpins zu sehen.

Demnächst spielt sie auch in Mr. Harrigan's Phone für Netflix, Sugar für AppleTV+ und Culprits für Disney+ mit. Zudem wird sie im Film She Taught Love mitspielen und die Produktion leiten.

Kirby hat zwei Kinderbücher mit den Titeln „Little Black Boy“ und „Little Black Girl“ herausgebracht. Die inspirierenden Bücher feiern die Freuden des Kindseins und ermutigen schwarze Jungen und Mädchen dazu, ihren wildesten Träumen nachzueifern.",False,2022-11-08T22:11:25.616Z,2023-02-17T16:57:20.059Z,5743eed0ca755b34c0c442b7993a4fd6,image,image/jpeg,717364,https://assets.calm.com/5743eed0ca755b34c0c442b7993a4fd6.jpeg,2500,2500,"['#34a1ec', '#75301f']",1de92d01a5cf8a9e1a51f8c692be7670,image,image/jpeg,1597060,https://assets.calm.com/1de92d01a5cf8a9e1a51f8c692be7670.jpeg,2000,2000,"['#449cec', '#17427e']",2bcd10e8d01b2a9f909583e921879aaf,image,image/png,5104456,https://assets.calm.com/2bcd10e8d01b2a9f909583e921879aaf.png,2500,2500,"['#347bcc', '#194482']",2bcd10e8d01b2a9f909583e921879aaf,image,image/png,5104456,https://assets.calm.com/2bcd10e8d01b2a9f909583e921879aaf.png,2500,2500,"['#347bcc', '#194482']",1de92d01a5cf8a9e1a51f8c692be7670,image,image/jpeg,1597060,https://assets.calm.com/1de92d01a5cf8a9e1a51f8c692be7670.jpeg,2000,2000,"['#449cec', '#17427e']","Matilda, Dahl, Kirby, Roald Dahl",False,,,,,,,,,,,,,,,,,,,,,
_QM3MdFmtD,4mHnRuWpj9,"['calm_health', 'calm_health_premium', 'ch-payor-base', 'ch-payor-buyup']",sleep,2025-08-12T17:00:00.000Z,12636,Under the Spell of Bossa Nova,en,0-default,"Enjoy Copacabana beach and let yourself be enchanted by bossa nova, a musical genre born in Brazil that will fill your senses with melodies and chords.",549959cb1226e10fb706e4863b60b2c4,,,False,True,sleep_stories,generic,False,2025-08-05T15:16:03.501Z,2025-08-14T15:48:14.964Z,Schlafgeschichte,2Q4XvOXJ,Fer Williams,True,X9QaAIj_P5,Kana Shimanuki,"Kana Shimanuki ist eine Sängerin, Komponistin und Synchronsprecherin aus Los Angeles.  Durch ihre 25jährige Erfahrung mit Musik und Gesang hat sie ein außergewöhnliches Ohr und ein besonderes Talent für Gesangskunst.  Am bekanntesten wurde sie für die Stimme von Christy in der Netflix-Serie „The Babysitters Club“ in der portugiesischen Version und für die Stimme von Chloe in der YouTube-Serie „Chi Chi Love“.  Als Sängerin hat sie eine Reihe von Titelsongs für Kinderfernsehsendungen gesungen, wie zum Beispiel „Benjamin, der Elefant“, eine ZooMoo-Serie „Kiko“ und eine Gloobinho-Serie mit dem Titel „Chica Vampiro“.  Kanas Solostücke sind auch auf allen Musikplattformen zu finden.",False,2021-11-04T16:34:53.721Z,2021-11-04T16:38:03.344Z,8aebaf3ce850aba44b38ba5cfcc114dd,image,image/jpeg,1615743,https://assets.calm.com/8aebaf3ce850aba44b38ba5cfcc114dd.jpeg,2443,2441,"['#ad6f53', '#044b4f']",762bd3ee659b9e9bf25a715abe1fea97,image,image/jpeg,1192570,https://assets.calm.com/762bd3ee659b9e9bf25a715abe1fea97.jpeg,2000,2000,"['#f5ab17', '#7b4c08']",3d36a23998aa530dc4a114d3faa3548b,image,image/jpeg,1226750,https://assets.calm.com/3d36a23998aa530dc4a114d3faa3548b.jpeg,2000,2000,"['#f0a618', '#795108']",3d36a23998aa530dc4a114d3faa3548b,image,image/jpeg,1226750,https://assets.calm.com/3d36a23998aa530dc4a114d3faa3548b.jpeg,2000,2000,"['#f0a618', '#795108']",762bd3ee659b9e9bf25a715abe1fea97,image,image/jpeg,1192570,https://assets.calm.com/762bd3ee659b9e9bf25a715abe1fea97.jpeg,2000,2000,"['#f5ab17', '#7b4c08']","music, beach, travel, culture",False,,False,,,,,,,,,,,,,,,,,,,
aKQ2AxMGWF,7mAcJflvUg,"['calm_health', 'ch-payor-buyup', 'ch-payor-base', 'calm_health_premium']",sleep,2026-01-20T18:00:00.000Z,12856,"Avatar: Tea, Tails and Tides",en,0-default,"Visit with some of your favorite characters – Aang, Katara, Toph, even the Cabbage Seller! – before bed.",d0f3257ef193c4ecc7e5e81f66dbc5d4,2026-01-21T00:00:00.000Z,2026-01-21T16:00:00.000Z,False,True,sleep_stories,generic,False,2025-12-17T23:28:48.858Z,2026-01-20T17:45:09.796Z,Schlafgeschichte,zWRAOpMk,Donald Chang & Brandon Dzirko,True,Yf41qYBgDn,Cat Nguyen,"Cat Nguyen ist eine in Atlanta ansässige Sprecherin und Schauspielerin, zu deren Portfolio Meditationen, Werbungen, e-Learning-Projekte und mehr zählen. Sie ist auch eine zertifizierte Gesundheits- und Wellnesstrainerin mit einer Leidenschaft für mentale Gesundheit. Abseits ihrer Arbeit fährt sie gerne mit ihrem Longboard, übt Gitarre oder praktiziert Yoga.",False,2023-03-13T18:17:51.801Z,2023-03-21T19:40:41.467Z,090651ec277415ec0654e5e5ad1e9f93,image,image/png,2727939,https://assets.calm.com/090651ec277415ec0654e5e5ad1e9f93.png,2151,2151,"['#ae6f53', '#2c1506']",aa53fab372d47278911ae2f715756aad,image,image/jpeg,3305286,https://assets.calm.com/aa53fab372d47278911ae2f715756aad.jpeg,2000,2000,"['#c75a43', '#572d1c']",e1d102fc543542b469d54571dadd4242,image,image/jpeg,3109134,https://assets.calm.com/e1d102fc543542b469d54571dadd4242.jpeg,2000,2000,"['#eb5c14', '#713213']",e1d102fc543542b469d54571dadd4242,image,image/jpeg,3109134,https://assets.calm.com/e1d102fc543542b469d54571dadd4242.jpeg,2000,2000,"['#eb5c14', '#713213']",aa53fab372d47278911ae2f715756aad,image,image/jpeg,3305286,https://assets.calm.com/aa53fab372d47278911ae2f715756aad.jpeg,2000,2000,"['#c75a43', '#572d1c']","fantasy, adventure, magical creatures, Avatar",False,,False,,,,,,,,,,,,aa53fab372d47278911ae2f715756aad,image,image/jpeg,3305286.0,https://assets.calm.com/aa53fab372d47278911ae2f715756aad.jpeg,2000.0,2000.0,"['#c75a43', '#572d1c']"
vwW080Eakq,Mf0eHOLtHE,"['calm_health', 'calm_health_premium', 'ch-payor-base', 'ch-payor-buyup']",sleep,2020-01-18T01:27:07.709Z,95,Bella's Bedtime Blanket,en,0-default,Join a curious young girl for a magical voyage to not only a new place but a new time.,cca9e20bcb8d2b373390f9952b2a2e6c,,,False,True,sleep_stories,generic,False,2020-01-14T02:49:16.283Z,2025-03-05T15:57:09.811Z,Schlafgeschichte,XgzR5646,Jay Shore,True,3WJkuVvzZc,Keegan Connor Tracy,"Keegan Connor Tracy ist preisgekrönte Schauspielerin, Autorin und Regisseurin. Zu ihren bekanntesten Rollen gehören die blaue Fee in One Upon a Time auf ABC, Belle in Descendants, Blaire Watson in Bates Motel und Professor Lipson in The Magicians. Zurzeit hält sie sich eher hinter der Kamera auf, und plant ihren zweiten Film noch für 2019.  Kürzlich erschien ihr Kinderbuch „This is a Job for Mommy!“, und sie entwickelt gerade eine TV-Serie.",False,2019-04-22T23:48:38.247Z,2019-04-22T23:50:52.222Z,2dd771ece2c0daddf980c7e4d50a6c96,image,image/jpeg,113737,https://assets.calm.com/2dd771ece2c0daddf980c7e4d50a6c96.jpeg,921,921,"['#d8b8a3', '#28120f', '#814a37']",9c30b32da6421440382b416586b1a446,image,image/jpeg,10034508,https://assets.calm.com/9c30b32da6421440382b416586b1a446.jpeg,1920,1920,"['#0d9ffb', '#156bb3']",b28458ba63a31de723e1c5c5b0ff67aa,image,image/jpeg,10091059,https://assets.calm.com/b28458ba63a31de723e1c5c5b0ff67aa.jpeg,1920,1920,"['#0d9ffb', '#156bb3']",b28458ba63a31de723e1c5c5b0ff67aa,image,image/jpeg,10091059,https://assets.calm.com/b28458ba63a31de723e1c5c5b0ff67aa.jpeg,1920,1920,"['#0d9ffb', '#156bb3']",9c30b32da6421440382b416586b1a446,image,image/jpeg,10034508,https://assets.calm.com/9c30b32da6421440382b416586b1a446.jpeg,1920,1920,"['#0d9ffb', '#156bb3']",,,"Preisgekrönte Schauspielerin, Schriftstellerin und Regisseurin. Sie liest Geschichten für Kinder und Volksmärchen.",,,,,,,,,,,,,,,,,,,,
d1bYD0a,lde3GAMjE,"['calm_health', 'calm_health_premium', 'ch-payor-base', 'ch-payor-buyup']",sleep,2018-07-06T17:14:37.292Z,194,The Emperor's New Clothes,en,0-default,"Written in Denmark almost 200 years ago, this classic fairytale contains a timeless lesson for all ages.",533b6d36932283ceb3e4d28c9a915565,,,False,True,sleep_stories,generic,False,2017-02-16T20:57:57.933Z,2025-03-24T15:28:48.907Z,Schlafgeschichte,18A7R5N0,Hans Christian Andersen,True,NyGxXZ-SX7,Laura Sydell,"Laura Sydell berichtet für NPR über das digitale Leben. Sie wurde in New Jersey geboren und war als leitende Technologiejournalistin für den Marketplace von Public Radio International tätig. Sie berichtet regelmäßig für All Things Considered von National Public Radio, Morning Edition und Weekend Edition. Sie war Freedom Forum Teaching Fellow der Graduiertenschule für Journalismus der University of California, Berkeley, wo sie Kulturjournalismus lehrte.",False,2017-06-27T20:45:52.188Z,2017-06-29T22:41:28.571Z,7f496754a8b67245069c2cc2dbea3d2b,image,image/jpeg,20957,https://assets.calm.com/7f496754a8b67245069c2cc2dbea3d2b.jpeg,600,600,"['#303030', '#d7d7d7', '#9e9e9e']",7cbf8f1865a536595a81ec452f27881a,image,image/jpeg,899994,https://assets.calm.com/7cbf8f1865a536595a81ec452f27881a.jpeg,1920,1920,"['#e96619', '#791209']",b3c70f7b9a0ad2c71764398c520e58dc,image,image/jpeg,350101,https://assets.calm.com/b3c70f7b9a0ad2c71764398c520e58dc.jpeg,800,800,"['#c4641d', '#92220d']",b3c70f7b9a0ad2c71764398c520e58dc,image,image/jpeg,350101,https://assets.calm.com/b3c70f7b9a0ad2c71764398c520e58dc.jpeg,800,800,"['#c4641d', '#92220d']",cf7046e136c0f00fc5a552e77a96d967,image,image/jpeg,88199,https://assets.calm.com/cf7046e136c0f00fc5a552e77a96d967.jpeg,1125,300,"['#2472c0', '#05177c']",,,,,,Fiction,,,,,,,,,,cf7046e136c0f00fc5a552e77a96d967,image,image/jpeg,88199.0,https://assets.calm.com/cf7046e136c0f00fc5a552e77a96d967.jpeg,1125.0,300.0,"['#2472c0', '#05177c']"
7v976d7W5l,j4Te6XkQYC,"['calm_health', 'calm_health_premium', 'ch-payor-base', 'ch-payor-buyup']",sleep,2020-11-10T18:00:00.000Z,53,Thomas and the North Star,en,0-default,Your favorite Tank Engine must complete a very Special delivery before he can wish you a Merry Christmas,17277f6c25365eff77f33f2bf62293c9,2020-11-10T18:00:00.000Z,2020-11-17T18:00:00.000Z,False,True,sleep_stories,generic,False,2020-11-10T18:00:00.000Z,2025-03-07T17:13:34.894Z,Schlafgeschichte,KRoXz424,Christina Yang & Ian McCue,True,dIra93GK59,Kate Winslet,"Die mit dem Academy Award ausgezeichnete Schauspielerin Kate Winslet hat einige der packendsten und unvergesslichsten Kinorollen verkörpert. In ihrem Lebenslauf finden sich von Kritikern gefeierte und wirtschaftlich erfolgreiche Arbeiten sowie eine ganze Reihe Auszeichnungen und Ehrenpreise, die das Talent von Kate Winslet belegen und ihr einen dauerhaften Platz in der Kinogeschichte sichern. In Kürze wird Kate Winslet in Francis Lees Werk AMMONITE und der HBO-Serie „Mare of Easttown“ zu sehen sein. Bisherige Filmerfolge:
Der Vorleser (für den Sie mit einem Oscar ausgezeichnet wurde), Titanic, Heavenly Creatures, Sinn und Sinnlichkeit, Hamlet, Enigma, Vergiss mein nicht!, Wenn Träume fliegen lernen, Zwischen zwei Leben, Wonder Wheel.",False,2020-11-05T07:32:01.090Z,2020-11-10T17:25:45.804Z,192de5d0e3e0e4acac279f276802d3f8,image,image/jpeg,5588387,https://assets.calm.com/192de5d0e3e0e4acac279f276802d3f8.jpeg,1831,1831,"['#af0c38', '#931233']",fe794e5b678e62d125a60f89984bacfc,image,image/jpeg,8060290,https://assets.calm.com/fe794e5b678e62d125a60f89984bacfc.jpeg,3300,3300,"['#18abda', '#044a82']",8a03f723bcaa428faf9a022ab40e7a02,image,image/jpeg,8715399,https://assets.calm.com/8a03f723bcaa428faf9a022ab40e7a02.jpeg,3300,3300,"['#1e2748', '#b5a8b0', '#3fa7d6']",8a03f723bcaa428faf9a022ab40e7a02,image,image/jpeg,8715399,https://assets.calm.com/8a03f723bcaa428faf9a022ab40e7a02.jpeg,3300,3300,"['#1e2748', '#b5a8b0', '#3fa7d6']",fe794e5b678e62d125a60f89984bacfc,image,image/jpeg,8060290,https://assets.calm.com/fe794e5b678e62d125a60f89984bacfc.jpeg,3300,3300,"['#18abda', '#044a82']",,,,,,A New Sleep Story by Kate Winslet,,192de5d0e3e0e4acac279f276802d3f8,image,image/jpeg,5588387.0,https://assets.calm.com/192de5d0e3e0e4acac279f276802d3f8.jpeg,1831.0,1831.0,"['#af0c38', '#931233']",,,,,,,,
Wm9Ez4EFg5,BQ3QyYXtPk,"['calm_health', 'calm_health_premium', 'ch-payor-base', 'ch-payor-buyup']",sleep,2022-01-18T18:00:00.000Z,14,Little Women,en,0-default,"Cozy up by the fireside with Meg, Jo, Beth, and Amy in Chapter One of this beloved tale.",a485227cef5f8da867a1e46941d5e186,,,False,True,sleep_stories,generic,False,2022-01-12T18:34:05.083Z,2022-01-12T18:46:21.137Z,Schlafgeschichte,8lPX4wpy,Louisa May Alcott,True,qarila8GlX,Cassandra Campbell,Cassandra Campbell ist eine bekannte Sprecherin für Hörbücher und Werbespots. Sie ist Mitglied von Audibles Narrator Hall of Fame und war mehrfach Audiofile Magazine Best Narrator und Publisher’s Weekly Best Narrator of the Year. Als Schauspielerin hat sie in mehreren Dutzend Stücken an Theatern im ganzen Land mitgewirkt und Regie geführt.,False,2022-01-12T18:41:20.539Z,2022-01-18T23:14:21.093Z,c27690323ab9a42f3f014ad8e85d023c,image,image/jpeg,105118,https://assets.calm.com/c27690323ab9a42f3f014ad8e85d023c.jpeg,576,576,"['#ba595f', '#0c0407']",647ec5ca8cc85de62457a333038d6288,image,image/jpeg,1763474,https://assets.calm.com/647ec5ca8cc85de62457a333038d6288.jpeg,3000,3001,"['#118bcd', '#2c3c9c']",cfa9e4d11d89651ec5258bf58d880241,image,image/jpeg,2226266,https://assets.calm.com/cfa9e4d11d89651ec5258bf58d880241.jpeg,3000,3001,"['#0c92d4', '#138ccb']",cfa9e4d11d89651ec5258bf58d880241,image,image/jpeg,2226266,https://assets.calm.com/cfa9e4d11d89651ec5258bf58d880241.jpeg,3000,3001,"['#0c92d4', '#138ccb']",647ec5ca8cc85de62457a333038d6288,image,image/jpeg,1763474,https://assets.calm.com/647ec5ca8cc85de62457a333038d6288.jpeg,3000,3001,"['#118bcd', '#2c3c9c']",,,,,,,,,,,,,,,,,,,,,,,
757jmLjwMd,BaU4M6KrXF,"['calm_health', 'calm_health_premium', 'ch-payor-base', 'ch-payor-buyup']",sleep,2019-06-21T02:02:10.176Z,119,Pinocchio and the Sleepless Cricket,en,0-default,Join your favorite wooden puppet and a friendly cricket as they travel through a fairytale land in search of slumber.,5db379680fb07b05a24325ad5e354f68,,,False,True,sleep_stories,generic,False,2019-04-22T23:11:11.446Z,2025-03-06T21:54:04.555Z,Schlafgeschichte,9kKPO5Q1,Christina Yang,True,3WJkuVvzZc,Keegan Connor Tracy,"Keegan Connor Tracy ist preisgekrönte Schauspielerin, Autorin und Regisseurin. Zu ihren bekanntesten Rollen gehören die blaue Fee in One Upon a Time auf ABC, Belle in Descendants, Blaire Watson in Bates Motel und Professor Lipson in The Magicians. Zurzeit hält sie sich eher hinter der Kamera auf, und plant ihren zweiten Film noch für 2019.  Kürzlich erschien ihr Kinderbuch „This is a Job for Mommy!“, und sie entwickelt gerade eine TV-Serie.",False,2019-04-22T23:48:38.247Z,2019-04-22T23:50:52.222Z,2dd771ece2c0daddf980c7e4d50a6c96,image,image/jpeg,113737,https://assets.calm.com/2dd771ece2c0daddf980c7e4d50a6c96.jpeg,921,921,"['#d8b8a3', '#28120f', '#814a37']",afd7368b62511dfe107f61ba871c85fb,image,image/png,1194658,https://assets.calm.com/afd7368b62511dfe107f61ba871c85fb.png,1920,1920,"['#a067c7', '#04242c']",4acbc0a2a16713f3e9e0c776a44460e2,image,image/png,1295220,https://assets.calm.com/4acbc0a2a16713f3e9e0c776a44460e2.png,1920,1920,"['#9c64c6', '#041c24']",4acbc0a2a16713f3e9e0c776a44460e2,image,image/png,1295220,https://assets.calm.com/4acbc0a2a16713f3e9e0c776a44460e2.png,1920,1920,"['#9c64c6', '#041c24']",afd7368b62511dfe107f61ba871c85fb,image,image/png,1194658,https://assets.calm.com/afd7368b62511dfe107f61ba871c85fb.png,1920,1920,"['#a067c7', '#04242c']",,,"Preisgekrönte Schauspielerin, Schriftstellerin und Regisseurin. Sie liest Geschichten für Kinder und Volksmärchen.",,,,,,,,,,,,,,,,,,,,
4frdUutMt,i7So55GO4x,"['calm_health', 'calm_health_premium', 'ch-payor-base', 'ch-payor-buyup']",sleep,2019-05-14T00:02:14.260Z,125,Song of the Sunbird,en,0-default,"To celebrate the (Calm)RED partnership, follow the soothing voice of Leona Lewis on this moonlit quest through the jungles of Kilimanjaro.",0e6b83a2a11048224a1582b07cd3c9d0,,,False,True,sleep_stories,generic,False,2018-11-26T20:00:55.588Z,2025-03-10T15:19:59.203Z,Schlafgeschichte,xx8LLyxN,Chris Advansun,True,CmM6xlW44,Leona Lewis,"Leona Lewis stammt aus England und ist Sängerin, Songwriterin, Schauspielerin, Modell und Aktivistin. Sie wurde weltweit bekannt, als sie 2006 die 3. Staffel von The X Factor gewann. Ihr Debütalbum, Spirit, erhielt 10-mal Platin und ihre Single, Bleeding Love, war 7 Wochen Nummer 1. Leona engagiert sich auch bei (RED) im Kampf gegen AIDS.",False,2018-11-26T20:42:58.615Z,2018-11-27T00:10:15.481Z,e21812913e475241d55828a27d5183c6,image,image/jpeg,134676,https://assets.calm.com/e21812913e475241d55828a27d5183c6.jpeg,400,400,"['#977b72', '#e8cdb4', '#bdbbbc']",bef9356fcc6ba6f8ab168b8dd92000cf,image,image/jpeg,11115768,https://assets.calm.com/bef9356fcc6ba6f8ab168b8dd92000cf.jpeg,1920,1920,"['#bb6a8a', '#440c64']",a65a9d3d393cf5936cc3c4c0a991beed,image,image/jpeg,11094065,https://assets.calm.com/a65a9d3d393cf5936cc3c4c0a991beed.jpeg,1920,1920,"['#ac4c6f', '#4c1c5c']",a65a9d3d393cf5936cc3c4c0a991beed,image,image/jpeg,11094065,https://assets.calm.com/a65a9d3d393cf5936cc3c4c0a991beed.jpeg,1920,1920,"['#ac4c6f', '#4c1c5c']",bef9356fcc6ba6f8ab168b8dd92000cf,image,image/jpeg,11115768,https://assets.calm.com/bef9356fcc6ba6f8ab168b8dd92000cf.jpeg,1920,1920,"['#bb6a8a', '#440c64']",,,,,,,,,,,,,,,,,,,,,,,
h0L0B5S8o5,lmew0Fr_YB,"['calm_health', 'calm_health_premium', 'ch-payor-base', 'ch-payor-buyup']",sleep,2025-10-28T17:00:00.000Z,12692,Den Mother,en,0-default,It’s time for the solstice in the Bushy Tail Forest! But can a lone wolf like Iluna throw a big party by herself?,0ecbeffba35aba4fb997dceff1853453,2025-10-29T00:00:00.000Z,2025-10-29T15:00:00.000Z,False,True,sleep_stories,generic,False,2025-10-02T16:32:40.502Z,2025-10-28T15:07:26.118Z,Schlafgeschichte,yYoyGNL3,Janet Silverman,True,PkdpasrVpE,Ilana Glazer,"Ilana Glazer ist eine Komikerin, Schauspielerin, Anwältin und Schöpferin, vor allem bekannt als Mitschöpferin und Hauptdarstellerin der hochgelobten Serie Broad City. Sie war Co-Autorin und Hauptdarstellerin in „Babes“, der auf der SXSW 2024 seine Premiere feierte und bereits vor der Veröffentlichung in Neon begeisterte Kritiken erhielt. Zu ihren Stand-up-Auftritten gehören „Ilana Glazer Live“, mit dem sie durch die USA und Kanada tourte, und ihr zweites Stand-up-Spezial „Human Magic“. Im Jahr 2025 gab sie ihr Broadway-Debüt in der Bühnenfassung von Good Night and Good Luck an der Seite von George Clooney für eine limitierte Laufzeit. Außerdem ist Ilana Mitbegründerin von „Generator Collective“, einer gemeinnützigen Einrichtung, die sich der Organisation und Erstellung von Inhalten für die Wahl progressiver Kandidaten widmet.",False,2025-10-02T16:34:02.659Z,2025-10-02T16:34:43.304Z,fb40716fb98806ff67b632f0152a58f0,image,image/jpeg,2914341,https://assets.calm.com/fb40716fb98806ff67b632f0152a58f0.jpeg,2000,2000,"['#be5457', '#1a344c']",4f08035be95afa9985571cb47e8d3e4e,image,image/jpeg,2930025,https://assets.calm.com/4f08035be95afa9985571cb47e8d3e4e.jpeg,2000,2000,"['#c08a4c', '#0c4359']",6a77db82e4599ccb72c788a4ba55c29f,image,image/jpeg,942831,https://assets.calm.com/6a77db82e4599ccb72c788a4ba55c29f.jpeg,2000,2000,"['#b97447', '#0c2c54']",6a77db82e4599ccb72c788a4ba55c29f,image,image/jpeg,942831,https://assets.calm.com/6a77db82e4599ccb72c788a4ba55c29f.jpeg,2000,2000,"['#b97447', '#0c2c54']",4f08035be95afa9985571cb47e8d3e4e,image,image/jpeg,2930025,https://assets.calm.com/4f08035be95afa9985571cb47e8d3e4e.jpeg,2000,2000,"['#c08a4c', '#0c4359']","sleep, animals, wolf, friendship, motherhood, forest, party",False,,False,,,[],,,,,,,,,,,,,,,,
KAYwK44,0WqJ15yqk,"['calm_health', 'calm_health_premium', 'ch-payor-base', 'ch-payor-buyup']",sleep,2019-09-09T16:48:03.958Z,138,The Secret Lagoon,en,0-default,"A Sleep Story for children and adults alike, written and narrated by Calm's own Tamara Levitt.",05ec05579950dbf0c32730bc593809ef,,,False,True,sleep_stories,generic,False,2016-11-29T20:38:26.411Z,2025-03-24T15:14:30.636Z,Schlafgeschichte,VVWDqY83,Tamara Levitt,True,VkYG-ZSmX,Tamara Levitt,"Tamara meditiert seit über 25 Jahren und ist Head of Mindfulness bei Calm, wo sie seit 2014 Meditationsinhalte erstellt und spricht. 

Tamara hat Calms erste Schlafgeschichte, Die Königin der Gelassenheit, verfasst und seitdem viele andere beliebte Geschichten wie „Lunas Wiegenlied“, „Die geheime Lagune“ und „Ellas Schatz“ geschrieben und erzählt. 

Sie ist ferner die Autorin zweier Kinderbücher zu Achtsamkeitsthemen, „Happiness Doesn’t Come from Headstands“ und „The Secret to Clara’s Calm“, veröffentlicht von Wisdom Publications.

Weitere Informationen findest du auf ihrer Website www.tamaralevitt.com oder auf Instagram.",False,2017-06-27T20:45:52.186Z,2022-06-22T16:54:51.737Z,03a247bf67ff4cf0d3e0852cf59607c8,image,image/jpeg,544856,https://assets.calm.com/03a247bf67ff4cf0d3e0852cf59607c8.jpeg,960,960,"['#c44c74', '#45140a']",7204b26db737ef2752c76f2b1850defa,image,image/jpeg,489515,https://assets.calm.com/7204b26db737ef2752c76f2b1850defa.jpeg,1920,1920,"['#088bce', '#045a7b']",dbe8fd8082e425657430170cbeb494dc,image,image/jpeg,123641,https://assets.calm.com/dbe8fd8082e425657430170cbeb494dc.jpeg,800,800,"['#056fa6', '#043b4e']",dbe8fd8082e425657430170cbeb494dc,image,image/jpeg,123641,https://assets.calm.com/dbe8fd8082e425657430170cbeb494dc.jpeg,800,800,"['#056fa6', '#043b4e']",829cc1715d268e0366622953427502d2,image,image/jpeg,149804,https://assets.calm.com/829cc1715d268e0366622953427502d2.jpeg,1125,300,"['#047ca0', '#045c7e']",,,"Head of Mindfulness bei Calm. Liest fiktive Geschichten, Sacherzählungen und Schlafgeschichten.",,Head of Mindfulness bei Calm,Sleep Story for Kids,,,,,,,,,,829cc1715d268e0366622953427502d2,image,image/jpeg,149804.0,https://assets.calm.com/829cc1715d268e0366622953427502d2.jpeg,1125.0,300.0,"['#047ca0', '#045c7e']"
